,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,d,Strength,ND,SystemReference,Size,SizeType
843,Hymenoptera,Thygater.analis,Thygater,analis,Thygater analis,bbg,2,0.44735582,0.036774629,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,13,BL
856,Hymenoptera,Trichocerapis.mirabilis,Trichocerapis,mirabilis,Trichocerapis mirabilis,bbg,1,0.721143544,0.125,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,13,BL
859,Hymenoptera,Trigona.amalthea,Trigona,amalthea,Trigona amalthea,bbg,6,0.420038308,0.170311842,0.012847966,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,2.3,ITD
861,Hymenoptera,Trigona.branneri,Trigona,branneri,Trigona branneri,bbg,11,0.633857072,1.59217842,0.023554604,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.88,BL
862,Hymenoptera,Trigona.sp,Trigona,sp,Trigona sp,bbg,49,0.752776447,20.43752473,0.104925054,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7,BL
864,Hymenoptera,Trigona.spinipes,Trigona,spinipes,Trigona spinipes,bbg,4,0.688155257,1.219047619,0.00856531,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD
865,Hymenoptera,Trigonisca.pediculana,Trigonisca,pediculana,Trigonisca pediculana,bbg,2,0.792806886,0.405228758,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,3,BL
885,Hymenoptera,Xylocopa.ciliata,Xylocopa,ciliata,Xylocopa ciliata,bbg,4,0.605711593,0.481913919,0.00856531,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
886,Hymenoptera,Xylocopa.fimbriata,Xylocopa,fimbriata,Xylocopa fimbriata,bbg,4,0.651552436,1.057814992,0.00856531,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
888,Hymenoptera,Xylocopa.frontalis,Xylocopa,frontalis,Xylocopa frontalis,bbg,1,0.852674325,0.333333333,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
891,Hymenoptera,Xylocopa.hirsutissima,Xylocopa,hirsutissima,Xylocopa hirsutissima,bbg,7,0.666690021,2.641951798,0.014989293,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
895,Hymenoptera,Xylocopa.sp,Xylocopa,sp,Xylocopa sp,bbg,1,0.345208407,0.007575758,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
896,Hymenoptera,Xylocopa.subcyanea,Xylocopa,subcyanea,Xylocopa subcyanea,bbg,8,0.466130013,0.766601385,0.017130621,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
898,Hymenoptera,Xylocopa.vestita,Xylocopa,vestita,Xylocopa vestita,bbg,9,0.554844924,1.04282319,0.019271949,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
28,Hymenoptera,Andrena.carlini,Andrena,carlini,Andrena carlini,bfi,4,0.495738501,0.308553275,0.00856531,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",2.696428571,ITD
35,Hymenoptera,Andrena.cressonii,Andrena,cressonii,Andrena cressonii,bfi,2,0.313801703,0.050977517,0.004282655,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",1.75,ITD
39,Hymenoptera,Andrena.erigeniae,Andrena,erigeniae,Andrena erigeniae,bfi,4,0.69955972,0.308553275,0.00856531,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",1.3,ITD
40,Hymenoptera,Andrena.erythronii,Andrena,erythronii,Andrena erythronii,bfi,1,0.759722173,0.166666667,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",2.29775,ITD
41,Hymenoptera,Andrena.forbesii,Andrena,forbesii,Andrena forbesii,bfi,3,0.452328988,0.217644184,0.006423983,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",2.0995,ITD
51,Hymenoptera,Andrena.miserabilis,Andrena,miserabilis,Andrena miserabilis,bfi,2,0.313801703,0.050977517,0.004282655,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",1.698214286,ITD
52,Hymenoptera,Andrena.nasonii,Andrena,nasonii,Andrena nasonii,bfi,3,0.452328988,0.217644184,0.006423983,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",1.8,ITD
56,Hymenoptera,Andrena.personata,Andrena,personata,Andrena personata,bfi,1,0.598267483,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",6.1,BL
64,Hymenoptera,Andrena.rugosa,Andrena,rugosa,Andrena rugosa,bfi,3,0.423999633,0.141886608,0.006423983,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",2.3,ITD
67,Hymenoptera,Andrena.sp,Andrena,sp,Andrena sp,bfi,1,0.561266933,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",8,BL
107,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,bfi,6,0.613768055,1.308553275,0.012847966,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",3.3,ITD
120,Hymenoptera,Augochlora.pura,Augochlora,pura,Augochlora pura,bfi,1,0.272610571,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",1.595,ITD
124,Hymenoptera,Augochlorella.striata,Augochlorella,striata,Augochlorella striata,bfi,1,0.598267483,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",7.37,BL
155,Hymenoptera,Bombus.griseocollis,Bombus,griseocollis,Bombus griseocollis,bfi,4,0.642000729,1.591886608,0.00856531,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",4.342857143,ITD
205,Diptera,Carposcalis.obscura,Carposcalis,obscura,Carposcalis obscura,bfi,1,0.852674325,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",7.95,BL
256,Hymenoptera,Ceratina.metallica,Ceratina,metallica,Ceratina metallica,bfi,1,0.070609502,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",5.75,BL
266,Diptera,Chalcosyrphus.nemorum,Chalcosyrphus,nemorum,Chalcosyrphus nemorum,bfi,1,0.598267483,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",8,BL
329,Hymenoptera,Dialictus.coeruleus,Dialictus,coeruleus,Dialictus coeruleus,bfi,1,0.070609502,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",7,BL
333,Hymenoptera,Dialictus.imitatus,Dialictus,imitatus,Dialictus imitatus,bfi,1,0.490671626,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",4.18,BL
334,Hymenoptera,Dialictus.oblongus,Dialictus,oblongus,Dialictus oblongus,bfi,1,0.598267483,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",5.75,BL
335,Hymenoptera,Dialictus.obscurus,Dialictus,obscurus,Dialictus obscurus,bfi,1,0.070609502,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",6,BL
341,Hymenoptera,Dialictus.zephyrus,Dialictus,zephyrus,Dialictus zephyrus,bfi,1,0.598267483,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",6,BL
391,Diptera,Eristalis.dimidiatus,Eristalis,dimidiatus,Eristalis dimidiatus,bfi,2,0.508710489,0.091886608,0.004282655,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",12,BL
473,Hymenoptera,Halictus.confusus,Halictus,confusus,Halictus confusus,bfi,1,0.313668796,0.090909091,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",1.4,ITD
485,Diptera,Helophilus.fasciatus,Helophilus,fasciatus,Helophilus fasciatus,bfi,3,0.421190128,0.141886608,0.006423983,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",14,BL
504,Hymenoptera,Hylaeus.macroupinensis,Hylaeus,macroupinensis,Hylaeus macroupinensis,bfi,1,0.598267483,0.05,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",5.5,BL
517,Hymenoptera,Lasioglossum.forbesii,Lasioglossum,forbesii,Lasioglossum forbesii,bfi,1,0.070609502,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",8.5,BL
586,Diptera,Melanostoma.sp,Melanostoma,sp,Melanostoma sp,bfi,3,0.6711763,0.141886608,0.006423983,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",7,BL
607,Diptera,Metasyrphus.americanus,Metasyrphus,americanus,Metasyrphus americanus,bfi,3,0.503675532,0.550977517,0.006423983,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",10,BL
624,Hymenoptera,Nomada.luteola,Nomada,luteola,Nomada luteola,bfi,1,0.392161634,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",11.25,BL
813,Diptera,Syrphus.sp,Syrphus,sp,Syrphus sp,bfi,2,0.322747623,0.091886608,0.004282655,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",10,BL
816,Diptera,Syrphus.torvus,Syrphus,torvus,Syrphus torvus,bfi,3,0.686280262,0.141886608,0.006423983,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",3.6,HW
851,Diptera,Toxomerus.marginatus,Toxomerus,marginatus,Toxomerus marginatus,bfi,1,0.070609502,0.000977517,0.002141328,"Schemske, D. W., M. F. Willson, M. N. Melampy, L. J. Miller, L. Verner, K. M. Schemske, and L. B. Best. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology 59:351-366.",8,BL
3,Coleoptera,Acmaeopsoides.rufula,Acmaeopsoides,rufula,Acmaeopsoides rufula,bwk,1,0.313668796,0.005988024,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",12,BL
14,NA,Agiotes.stabilis,Agiotes,stabilis,Agiotes stabilis,bwk,1,0.48159491,0.023529412,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",NA,NA
18,Hymenoptera,Ancistrocerus.sp,Ancistrocerus,sp,Ancistrocerus sp,bwk,1,0.38822229,0.011976048,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",9,BL
49,Hymenoptera,Andrena.melanochroa,Andrena,melanochroa,Andrena melanochroa,bwk,1,0.436430804,0.017964072,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",1.125,ITD
50,Hymenoptera,Andrena.miranda,Andrena,miranda,Andrena miranda,bwk,2,0.378747214,0.023740754,0.004282655,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.0375,ITD
55,Hymenoptera,Andrena.nivalis,Andrena,nivalis,Andrena nivalis,bwk,2,0.339074319,0.01775273,0.004282655,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.62108,ITD
63,Hymenoptera,Andrena.rufosignata,Andrena,rufosignata,Andrena rufosignata,bwk,1,0.38822229,0.011976048,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.566666667,ITD
65,Hymenoptera,Andrena.sigmundi,Andrena,sigmundi,Andrena sigmundi,bwk,1,0.313668796,0.005988024,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.7375,ITD
68,Hymenoptera,Andrena.thaspii,Andrena,thaspii,Andrena thaspii,bwk,1,0.313668796,0.005988024,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.5625,ITD
73,Hymenoptera,Andrena.w,Andrena,w,Andrena w,bwk,2,0.490808638,0.057067683,0.004282655,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8,BL
75,Hymenoptera,Andrena.wheeleri,Andrena,wheeleri,Andrena wheeleri,bwk,1,0.438160559,0.015151515,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",9,BL
76,Hymenoptera,Andrena.wilkella,Andrena,wilkella,Andrena wilkella,bwk,1,0.573817869,0.041666667,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.15,ITD
81,Coleoptera,Anthaxia.expansa,Anthaxia,expansa,Anthaxia expansa,bwk,2,0.519724447,0.267964072,0.004282655,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",5.55,BL
90,Coleoptera,Anthonomus.sp,Anthonomus,sp,Anthonomus sp,bwk,1,0.313668796,0.005988024,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",3,BL
140,Diptera,Blera.badia,Blera,badia,Blera badia,bwk,1,0.313668796,0.005988024,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10.5,BL
141,Diptera,Blera.confusa,Blera,confusa,Blera confusa,bwk,1,0.553147331,0.05988024,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",11.5,BL
142,Diptera,Blera.nigripes,Blera,nigripes,Blera nigripes,bwk,1,0.313668796,0.005988024,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",15,BL
175,Hymenoptera,Bombus.perplexus,Bombus,perplexus,Bombus perplexus,bwk,2,0.514734672,0.057430593,0.004282655,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",3.668823529,ITD
181,Hymenoptera,Bombus.ternarius,Bombus,ternarius,Bombus ternarius,bwk,2,0.489115176,0.089321357,0.004282655,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.8625,ITD
184,Hymenoptera,Bombus.terricola,Bombus,terricola,Bombus terricola,bwk,4,0.501223375,0.236397983,0.00856531,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",3.1875,ITD
186,Hymenoptera,Bombus.vagans,Bombus,vagans,Bombus vagans,bwk,8,0.586952375,1.083228833,0.017130621,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",3.115833333,ITD
190,Diptera,Bombylius.major,Bombylius,major,Bombylius major,bwk,2,0.457287035,0.059246213,0.004282655,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",16,BL
192,Diptera,Bombylius.pygmaeus,Bombylius,pygmaeus,Bombylius pygmaeus,bwk,1,0.404233319,0.011764706,0.002141328,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",6,BL
